rowcol Oct-1990 Nov-1990 Dec-1990 Jan-1991 Feb-1991 Mar-1991 Apr-1991 May-1991 Jun-1991 Jul-1991 Aug-1991 Sep-1991 Oct-1991 Nov-1991 Dec-1991 Jan-1992 Feb-1992 Mar-1992 Apr-1992 May-1992 Jun-1992 Jul-1992 Aug-1992 Sep-1992 Oct-1992 Nov-1992 Dec-1992 Jan-1993 Feb-1993 Mar-1993 Apr-1993 May-1993 Jun-1993 Jul-1993 Aug-1993 Sep-1993 Oct-1993 Nov-1993 Dec-1993 Jan-1994 Feb-1994 Mar-1994 Apr-1994 May-1994 Jun-1994 Jul-1994 Aug-1994 Sep-1994 Oct-1994 Nov-1994 Dec-1994 Jan-1995 Feb-1995 Mar-1995 Apr-1995 May-1995 Jun-1995 Jul-1995 Aug-1995 Sep-1995 Oct-1995 Nov-1995 Dec-1995 Jan-1996 Feb-1996 Mar-1996 Apr-1996 May-1996 Jun-1996 Jul-1996 Aug-1996 Sep-1996 Oct-1996 Nov-1996 Dec-1996 Jan-1997 Feb-1997 Mar-1997 Apr-1997 May-1997 Jun-1997 Jul-1997 Aug-1997 Sep-1997 Oct-1997 Nov-1997 Dec-1997 Jan-1998 Feb-1998 Mar-1998 Apr-1998 May-1998 Jun-1998 Jul-1998 Aug-1998 Sep-1998 Oct-1998 Nov-1998 Dec-1998 Jan-1999 Feb-1999 Mar-1999 Apr-1999 May-1999 Jun-1999 Jul-1999 Aug-1999 Sep-1999 Oct-1999 Nov-1999 Dec-1999 Jan-2000 Feb-2000 Mar-2000 Apr-2000 May-2000 Jun-2000 Jul-2000 Aug-2000 Sep-2000 Oct-2000 Nov-2000 Dec-2000 Jan-2001 Feb-2001 Mar-2001 Apr-2001 May-2001 Jun-2001 Jul-2001 Aug-2001 Sep-2001 Oct-2001 Nov-2001 Dec-2001 Jan-2002 Feb-2002 Mar-2002 Apr-2002 May-2002 Jun-2002 Jul-2002 Aug-2002 Sep-2002 Oct-2002 Nov-2002 Dec-2002 Jan-2003 Feb-2003 Mar-2003 Apr-2003 May-2003 Jun-2003 Jul-2003 Aug-2003 Sep-2003 Oct-2003 Nov-2003 Dec-2003 Jan-2004 Feb-2004 Mar-2004 Apr-2004 May-2004 Jun-2004 Jul-2004 Aug-2004 Sep-2004 Oct-2004 Nov-2004 Dec-2004 Jan-2005 Feb-2005 Mar-2005 Apr-2005 May-2005 Jun-2005 Jul-2005 Aug-2005 Sep-2005 Oct-2005 Nov-2005 Dec-2005 Jan-2006 Feb-2006 Mar-2006 Apr-2006 May-2006 Jun-2006 Jul-2006 Aug-2006 Sep-2006 Oct-2006 Nov-2006 Dec-2006 Jan-2007 Feb-2007 Mar-2007 Apr-2007 May-2007 Jun-2007 Jul-2007 Aug-2007 Sep-2007 Oct-2007 Nov-2007 Dec-2007 Jan-2008 Feb-2008 Mar-2008 Apr-2008 May-2008 Jun-2008 Jul-2008 Aug-2008 Sep-2008 Oct-2008 Nov-2008 Dec-2008 Jan-2009 Feb-2009 Mar-2009 Apr-2009 May-2009 Jun-2009 Jul-2009 Aug-2009 Sep-2009 Oct-2009 Nov-2009 Dec-2009 Jan-2010 Feb-2010 Mar-2010 Apr-2010 May-2010 Jun-2010 Jul-2010 Aug-2010 Sep-2010 Oct-2010 Nov-2010 Dec-2010 Jan-2011 Feb-2011 Mar-2011 Apr-2011 May-2011 Jun-2011 Jul-2011 Aug-2011 Sep-2011
427174 4250 45056 53425 94840 173870 253010 179860 250850 98815 0 0 0 0 34465 108930 96910 262810 256890 434880 164800 0 0 0 0 37423 65656 126120 327200 402820 942940 668940 881060 608850 39455 0 0 35505 61920 118970 170940 171800 232820 180800 214850 0 0 0 0 0 0 42307 860680 1000900 1081300 796990 843910 616860 218860 0 0 35174 70405 591540 685500 1260900 749900 756940 713890 241790 0 0 0 30255 629190 1281600 1581300 631830 465870 487860 276810 77230 0 10853 22802 65404 135990 170870 779290 858840 1181100 723850 817030 792920 263800 0 0 70167 392470 503910 611200 834870 792890 656830 738840 544800 37555 0 0 37356 137040 171860 519340 610850 630950 745000 527830 336820 0 0 0 25106 66523 78351 79666 102810 255950 161840 153800 0 0 0 0 0 49632 257160 592090 400960 354820 537920 336820 153770 0 0 0 0 73011 630940 991100 645110 646050 798050 715840 443800 61324 0 0 34774 88925 254090 342020 603610 638910 551840 462850 149770 0 0 0 22878 74551 281210 362940 360980 461860 548880 687980 611820 57173 0 0 9787 165170 1331900 1421400 1121000 602970 718880 1030900 510800 3989 0 0 24973 114060 319220 249930 304110 570830 358810 373830 0 0 0 0 76193 84838 148010 207220 240280 394820 546850 673880 477800 0 0 0 18894 206940 78079 138860 193130 504920 620840 477980 215880 0 0 0 49996 58779 76974 322180 337070 517910 698020 565840 724830 168780 0 0 74122 240910 554260 496900 326980 685180 957860 853950 727870 339800 1407 0
428173 4608 45450 53824 95263 174330 253500 180320 251340 99238 0 0 0 0 34853 109360 97335 263300 257380 435440 165260 0 0 0 0 37813 66062 126560 327730 403370 943640 669560 881740 609460 39842 0 0 35892 62324 119410 171400 172260 233310 181260 215330 0 0 0 0 0 0 42700 861370 1001600 1082000 797650 844580 617470 219340 0 0 35560 70814 592160 686140 1261600 750550 757590 714530 242270 0 0 0 30638 629800 1282400 1582100 632450 466440 488430 277310 77642 0 11219 23179 65811 136440 171330 779950 859510 1181800 724490 817690 793570 264300 0 0 70577 393020 504490 611820 835530 793550 657450 739480 545390 37941 0 0 37745 137490 172320 519930 611450 631560 745640 528410 337340 0 0 0 25487 66930 78765 80081 103240 256450 162290 154260 0 0 0 0 0 50033 257660 592700 401510 355350 538510 337340 154220 0 0 0 0 73425 631580 991800 645730 646670 798710 716470 444350 61726 0 0 35160 89345 254580 342550 604230 639530 552430 463420 150220 0 0 0 23258 74963 281720 363480 361540 462430 549470 688610 612420 57572 0 0 10153 165640 1332700 1422200 1121700 603580 719510 1031600 511380 4344 0 0 25352 114500 319740 250430 304630 571420 359340 374360 0 0 0 0 76607 85255 148460 207700 240780 395370 547440 674500 478370 0 0 0 19269 207410 78494 139310 193600 505500 621450 478550 216350 0 0 0 50394 59182 77388 322700 337600 518500 698650 566430 725470 169230 0 0 74538 241400 554860 497470 327510 685820 958560 854620 728510 340320 1762 0
427173 10385 51206 59574 100990 180010 259160 186000 256990 104960 0 0 0 0 40621 115080 103060 268950 263030 441020 170940 0 0 0 0 43578 71804 132270 333370 408960 949090 675080 887210 614990 45601 0 0 41656 68068 125130 177090 177940 238960 186940 221000 0 0 0 0 0 0 48460 866890 1007000 1087400 803140 850060 623000 225000 0 0 41323 76551 597720 691700 1267000 756050 763090 720030 247920 0 0 0 36408 635340 1287800 1587500 637980 472020 494000 282950 83374 0 17006 28954 71554 142140 177020 785470 864990 1187200 729990 823180 799060 269940 0 0 76316 398640 510060 617370 841010 799040 662970 744980 550940 43700 0 0 43508 143190 178010 525520 616990 637100 751150 533970 342960 2118 0 0 31263 72670 84498 85814 108950 262100 167980 159950 0 0 0 0 0 55797 263320 598260 407120 360960 544070 342960 159910 0 0 0 0 79169 637170 997260 651280 652200 804200 721980 449940 67470 1346 0 40923 95074 260240 348170 609820 645060 557980 468990 155910 0 0 0 29038 80699 287370 369090 367230 468000 555020 694130 617960 63317 0 0 15936 171330 1338100 1427600 1127200 609120 725020 1037000 516940 10119 0 0 31125 120220 325380 256080 310280 576970 364950 379970 4724 0 0 0 82346 90984 154160 213380 246470 400970 552990 680020 483940 0 0 0 25049 213090 84228 145010 199290 511070 626980 484120 222020 0 0 0 56148 64929 83123 328330 343240 524060 704170 571980 730970 174920 0 0 80284 247060 560430 503050 333140 691350 964000 860090 734010 345940 7533 0
427172 7362 48063 56407 97731 176620 255670 182600 253490 101690 0 0 0 0 37516 111810 99806 265430 259520 437310 167570 0 0 0 0 40460 68611 128980 329810 405280 944910 671140 883100 611100 42463 0 0 38533 64880 121840 173710 174550 235490 183540 217550 0 0 0 0 0 0 45328 862850 1002800 1083200 799080 845960 619100 221550 0 0 38199 73343 593910 687800 1262600 752030 759070 716050 244430 0 0 0 33305 631460 1283500 1582900 634060 468270 490220 279420 80154 0 13966 25870 68366 138830 173630 781460 860870 1182900 725990 819110 795010 266420 0 0 73114 395020 506270 613520 836920 794980 659030 740960 547110 40568 0 0 40385 139880 174620 521760 613090 633190 747140 530150 339340 0 0 0 28180 69472 81278 82592 105680 258600 164610 156580 0 0 0 0 0 52674 259850 594410 403450 357330 540250 339350 156550 0 0 0 0 75982 633360 993070 647390 648290 800160 717980 446200 64284 0 0 37800 91838 256760 344570 606010 641140 554140 465240 152550 0 0 0 25969 77486 283860 365460 363720 464260 551190 690170 614060 60137 0 0 12892 167980 1333700 1423100 1122900 605240 721030 1032800 513140 7091 0 0 28031 116950 321820 252590 306740 573110 361320 376310 1207 0 0 0 79142 87749 150820 209980 243030 397290 549150 676070 480170 0 0 0 21977 209650 81010 141680 195890 507280 623080 480370 218570 0 0 0 52995 61754 79907 324770 339650 520260 700210 568130 726970 171530 0 0 77104 243580 556630 499270 329560 687420 959810 855990 730010 342320 4515 0
427171 6390 47099 55443 96773 175680 254730 181650 252550 100740 0 0 0 0 36550 110850 98849 264490 258580 436380 166620 0 0 0 0 39495 67650 128030 328880 404350 944020 670230 882200 610180 41498 0 0 37567 63918 120880 172760 173600 234540 182590 216600 0 0 0 0 0 0 44364 861960 1001900 1082300 798180 845060 618180 220600 0 0 37233 72383 592990 686900 1261700 751120 758160 715140 243490 0 0 0 32338 630540 1282600 1582000 633150 467340 489300 278480 79194 0 12996 24902 67405 137870 172690 780560 859970 1182000 725080 818210 794100 265480 0 0 72153 394090 505350 612600 836020 794080 658120 740060 546190 39602 0 0 39419 138930 173670 520840 612180 632280 746240 529230 338410 0 0 0 27213 68511 80318 81632 104730 257660 163660 155630 0 0 0 0 0 51712 258910 593490 402520 356400 539330 338420 155600 0 0 0 0 75023 632450 992170 646470 647380 799250 717080 445280 63322 0 0 36834 90880 255820 343640 605100 640230 553230 464320 151600 0 0 0 25001 76526 282920 364530 362790 463330 550270 689260 613140 59174 0 0 11921 167040 1332800 1422200 1122000 604330 720120 1031900 512220 6119 0 0 27063 115990 320890 251650 305810 572190 360380 375380 218 0 0 0 78182 86790 149870 209030 242090 396360 548230 675160 479250 0 0 0 21008 208710 80051 140720 194950 506360 622160 479450 217620 0 0 0 52032 60792 78947 323840 338720 519340 699300 567210 726060 170580 0 0 76146 242640 555710 498340 328620 686510 958920 855090 729100 341390 3543 0
426171 16359 57176 65533 106930 185930 265080 191920 262890 110900 0 0 0 0 46616 121040 109010 274840 268930 446890 176860 0 0 0 0 49563 77763 138250 339320 414820 954870 680910 893030 620820 51556 0 0 47621 74022 131080 183030 183850 244860 192850 226910 0 0 0 0 0 0 54440 872830 1012800 1093300 808950 855850 628820 230910 0 0 47283 82499 603680 697640 1272700 761850 768900 725840 253810 0 0 0 42385 641220 1293700 1593300 643790 477870 499840 288840 89325 0 22994 34928 77522 148100 182940 791350 870760 1193000 735790 828990 804860 275830 0 2952 82275 404610 515910 623270 846800 804830 668780 750780 556770 49657 0 0 49481 149160 183930 531450 622810 642930 756970 539800 348830 8131 0 0 37253 78623 90451 91769 114890 268010 173900 165860 0 0 0 0 0 61831 269280 604140 413000 366830 549920 348830 165820 0 0 0 0 85171 643200 1003100 657150 658060 810030 727780 455780 73426 7668 0 46883 101040 266180 354080 615800 650890 563820 474840 161830 0 0 0 35042 86653 293320 374980 373330 473860 560860 699960 623770 69266 0 0 21903 177310 1344000 1433400 1132900 614960 730830 1042800 522770 16083 0 0 37091 126200 331330 262000 316220 582790 370820 385830 10036 0 0 0 88324 96932 160110 219360 252460 406820 558820 685830 489780 0 0 0 31021 219010 90185 150940 205250 516920 632800 489990 227930 0 0 0 62121 70896 89080 334270 349160 529910 710010 577810 736770 180830 0 0 86305 252970 566340 508900 339050 697220 969770 865890 739820 351810 13494 0
426170 14321 55136 63491 104880 183880 263020 189860 260820 108850 0 0 0 0 44580 118990 106970 272770 266860 444800 174800 0 0 0 0 47525 75720 136210 337250 412740 952750 678810 890910 618710 49515 0 0 45582 71979 129040 180970 181790 242790 190790 224840 0 0 0 0 0 0 52402 870720 1010600 1091100 806830 853730 626720 228850 0 0 45243 80454 601590 695540 1270600 759740 766790 723730 251750 0 0 0 40347 639120 1291600 1591100 641690 475780 497750 286760 87280 0 20958 32891 75480 146050 180880 789240 868640 1190900 733680 826880 802750 273750 0 0 80231 402540 513820 621170 844680 802720 666680 748660 554670 47616 0 0 47443 147110 181870 529370 620710 640830 754860 537710 346750 5822 0 0 35217 76579 88406 89724 112840 265950 171840 163810 0 0 0 0 0 59798 267220 602040 410920 364750 547820 346750 163770 0 0 0 0 83132 641120 1000900 655050 655950 807910 725660 453690 71383 5293 0 44843 98991 264120 352000 613710 648780 561720 472750 159770 0 0 0 33007 84609 291260 372900 371280 471770 558760 697850 621670 67223 0 0 19858 175260 1341900 1431200 1130800 612860 728710 1040600 520680 14044 0 0 35053 124150 329260 259930 314150 580690 368740 383750 7976 0 0 0 86283 94886 158060 217300 250400 404740 556720 683730 487680 0 0 0 28981 216950 88141 148890 203200 514830 630700 487900 225870 0 0 0 60082 68854 87036 332200 347080 527820 707900 575710 734660 178770 0 0 84268 250910 564250 506810 336970 695120 967640 863770 737700 349730 11454 0
425170 15008 55858 64216 105630 184660 263840 190650 261630 109600 0 0 0 0 45301 119750 107720 273580 267680 445670 175580 0 0 0 0 48244 76454 136990 338110 413590 953740 679740 891900 619620 50228 0 0 46293 72708 129800 181760 182570 243600 191570 225640 0 0 0 0 0 0 53125 871750 1011600 1092200 807800 854700 627630 229650 0 0 45951 81187 602540 696520 1271600 760690 767740 724670 252550 0 0 0 41056 640060 1292700 1592200 642600 476660 498630 287580 88019 0 21655 33596 76217 146820 181670 790220 869610 1191900 734620 827850 803710 274570 0 0 80968 403440 514710 622110 845650 803670 667600 749600 555570 48328 0 0 48159 147890 182650 530290 621620 641760 755810 538600 347590 6337 0 0 35927 77311 89146 90466 113590 266760 172620 164580 0 0 0 0 0 60547 268050 602960 411790 365590 548720 347590 164540 0 0 0 0 83887 642110 1002000 655990 656890 808890 726600 454560 72114 5779 0 45552 99741 264940 352860 614680 649710 562610 473630 160540 0 0 0 33715 85347 292100 373760 372200 472640 559660 698790 622580 67948 0 0 20495 176060 1343000 1432300 1131800 613790 729650 1041600 521560 14727 0 0 35753 124920 330120 260750 315000 581590 369580 384600 8636 0 0 0 87031 95628 158850 218130 251240 405590 557620 684660 488560 0 0 0 29662 217750 88883 149660 204010 515720 631610 488790 226670 0 0 0 60808 69586 87777 333060 347940 528710 708850 576610 735600 179540 0 0 85032 251720 565180 507690 337820 696070 968630 864740 738650 350570 12133 0
425169 15388 56210 64563 105960 184950 264110 190940 261900 109920 0 0 0 0 45660 120070 108050 273840 267950 445880 175870 0 0 0 0 48599 76794 137300 338360 413820 953850 679900 892020 619800 50582 0 0 46648 73050 130120 182050 182860 243870 191860 225920 0 0 0 0 0 0 53478 871890 1011700 1092300 807940 854830 627810 229930 0 0 46307 81524 602730 696690 1271700 760840 767880 724830 252820 0 0 0 41415 640240 1292700 1592300 642770 476870 498840 287840 88353 0 22029 33961 76558 147140 181960 790370 869730 1192000 734770 827980 803850 274830 0 0 81306 403680 514910 622290 845770 803810 667760 749750 555750 48683 0 0 48514 148200 182950 530500 621790 641930 755960 538790 347830 6690 0 0 36290 77650 89480 90799 113910 267030 172920 164880 0 0 0 0 0 60900 268320 603150 412010 365830 548910 347830 164840 0 0 0 0 84226 642300 1002100 656170 657060 809030 726750 454770 72456 6127 0 45908 100070 265210 353100 614870 649880 562800 473840 160840 0 0 0 34078 85682 292370 373990 372460 472850 559850 698950 622750 68291 0 0 20836 176360 1343000 1432400 1131900 613970 729810 1041700 521760 15107 0 0 36115 125240 330370 261020 315260 581780 369820 384830 9016 0 0 0 87367 95959 159150 218410 251520 405820 557810 684820 488770 0 0 0 30019 218030 89218 149960 204300 515920 631780 489000 226950 0 0 0 61156 69930 88112 333310 348180 528910 709000 576790 735750 179840 0 0 85373 251990 565370 507900 338070 696240 968740 864870 738800 350810 12515 0
424169 18558 59409 67764 109170 188190 267370 194180 265150 113140 0 0 0 0 48851 123300 111270 277100 271200 449170 179110 0 0 0 0 51783 80001 140540 341650 417100 957210 683230 895380 623120 53776 0 0 49835 76254 133350 185300 186090 247120 195100 229170 0 0 0 0 0 0 56674 875270 1015100 1095700 811280 858180 631120 233180 0 0 49492 84731 606080 700040 1275100 764170 771220 728160 256070 0 0 0 44592 643570 1296200 1595700 646090 480160 502130 291100 91564 0 25204 37149 79767 150370 185200 793730 873080 1195400 738100 831340 807190 278090 0 0 84513 406990 518210 625620 849120 807150 671080 753080 559060 51876 0 0 51704 151440 186180 533820 625110 645250 759300 542090 351100 9726 0 0 39471 80856 92691 94012 117130 270290 176150 168110 0 0 0 0 0 64104 271590 606470 415300 369100 552220 351100 168070 0 0 0 0 87443 645670 1005400 659500 660400 812380 730080 458060 75661 9148 0 49097 103290 268480 356380 618210 653200 566110 477130 164070 0 0 0 37239 88892 295640 377270 375780 476140 563150 702280 626070 71493 0 0 23775 179610 1346500 1435800 1135300 617290 733140 1045100 525060 18274 0 0 39291 128470 333650 264280 318530 585080 373090 388100 12142 0 0 0 90579 99171 162390 221680 254790 409100 561110 688140 492060 0 0 0 33121 221280 92430 153190 207550 519220 635100 492300 230200 0 0 0 64352 73136 91324 336600 351470 532210 712340 580100 739080 183070 0 0 88595 255250 568700 511190 341340 699580 972100 868220 742130 354080 15674 0
423169 18890 59812 68165 109590 188630 267850 194610 265600 113550 0 0 0 0 49210 123730 111700 277530 271660 449650 179530 0 0 0 0 52082 80408 141020 342190 417560 957750 683750 895940 623610 54162 0 0 50172 76654 133800 185750 186520 247560 195520 229610 0 0 0 0 0 0 57053 875970 1015600 1096300 811830 858710 631620 233630 0 0 49821 85130 606710 700690 1275600 764690 771750 728670 256510 0 0 0 44869 644120 1296900 1596400 646590 480640 502610 291540 91975 0 25536 37533 80186 150820 185640 794330 873600 1196000 738610 831880 807720 278530 0 0 84913 407580 518710 626190 849640 807670 671580 753580 559540 52261 0 0 52054 151900 186620 534410 625600 645770 759840 542570 351550 9368 0 0 39785 81257 93103 94427 117540 270760 176580 168530 0 0 0 0 0 64488 272110 607020 415800 369560 552720 351550 168480 0 0 0 0 87872 646400 1006000 660060 660940 812930 730580 458530 76067 8735 0 49455 103720 268970 356880 618880 653710 566590 477610 164480 0 0 0 37404 89299 296170 377760 376500 476630 563650 702810 626560 71888 0 0 22326 180100 1347300 1436500 1135900 617810 733650 1045600 525540 18595 0 0 39582 128930 334190 264740 319050 585570 373540 388560 12209 0 0 0 90980 99582 162850 222200 255340 409560 561600 688650 492530 0 0 0 32887 221730 92849 153620 208050 519720 635590 492800 230650 0 0 0 64708 73547 91741 337120 351980 532710 712870 580590 739580 183490 0 0 89055 255700 569280 511690 341830 700150 972630 868760 742640 354530 15946 0
423168 16855 57825 66176 107610 186660 265920 192650 263640 111570 0 0 0 0 47184 121760 109730 275580 269710 447720 177560 0 0 0 0 50012 78423 139070 340280 415620 955870 681840 894070 621700 52166 0 0 48136 74665 131830 183790 184550 245600 193550 227650 0 0 0 0 0 0 55044 874180 1013700 1094500 809940 856820 629710 231670 0 0 47781 83142 604870 698870 1273800 762790 769850 726770 254550 0 0 0 42786 642240 1295100 1594600 644680 478710 500690 289590 89994 0 23496 35535 78207 148870 183680 792480 871700 1194100 736700 830000 805820 276570 0 0 82921 405710 516790 624320 847750 805770 669660 751680 557610 50264 0 0 50026 149950 184660 532550 623690 643860 757950 540650 349610 6804 0 0 37728 79270 91123 92449 115560 268820 174610 166560 0 0 0 0 0 62469 270190 605130 413880 367610 550800 349610 166510 0 0 0 0 85892 644620 1004200 658190 659050 811050 728680 456590 74083 6122 0 47437 101740 267040 354960 617060 651810 564670 475670 162510 0 0 0 35231 87314 294260 375830 374710 474700 561730 700910 624640 69898 0 0 18928 178150 1345500 1434700 1134000 615900 731740 1043700 523610 16553 0 0 37515 126980 332290 262800 317130 583650 371600 386620 9971 0 0 0 88984 97600 160890 220280 253440 407620 559670 686740 490600 0 0 0 30421 219770 90872 151650 206130 517800 633670 490890 228690 0 0 0 62683 71564 89762 335210 350060 530790 710980 578670 737670 181520 0 0 87093 253760 567400 509770 339900 698280 970740 866870 740740 352580 13867 0
422168 18611 59816 68175 109670 188830 268210 194830 265890 113640 0 0 0 0 49073 123870 111830 277820 271970 450130 179700 0 0 0 0 51799 80444 141260 342740 418000 958640 684450 896840 624240 54127 0 0 50001 76673 133970 185980 186700 247820 195720 229860 0 0 0 0 0 0 56985 877190 1016500 1097400 812640 859520 632260 233890 0 0 49634 85159 607610 701730 1276700 765440 772510 729380 256770 0 0 0 44531 644870 1298400 1597900 647240 481160 503140 291850 92036 0 25312 37467 80245 151030 185850 795300 874400 1197100 739320 832720 808500 278820 0 0 84933 408260 519290 627000 850440 808440 672230 754290 560090 52220 0 0 51913 152120 186830 535200 626230 646450 760610 543120 351930 6100 0 0 39529 81284 93167 94500 117630 271100 176760 168690 0 0 0 0 0 64400 272560 607760 416320 369950 553300 351930 168640 0 0 0 0 87939 647590 1007100 660890 661670 813770 731280 458990 76099 5120 0 49342 103820 269360 357350 619920 654390 567170 478100 164630 0 0 0 36742 89346 296640 378230 377530 477140 564230 703530 627170 71894 0 0 15790 180380 1348900 1437900 1137000 618480 734360 1046500 526060 18288 0 0 39287 129120 334720 265090 319550 586150 373930 388970 10870 0 0 0 90995 99649 163070 222620 255880 409990 562160 689320 493030 0 0 0 31076 221980 92925 153780 208410 520290 636210 493360 230920 0 0 0 64592 73583 91811 337620 352490 533280 713620 581170 740280 183670 0 0 89187 256010 570060 512250 342290 700990 973500 869590 743360 354900 15445 0
422167 18023 59234 67575 109010 188070 267390 194060 265040 112970 0 0 0 0 48470 123200 111180 276950 271120 449120 178950 0 0 0 0 51132 79825 140600 341890 417010 957280 683260 895530 623090 53545 0 0 49381 76056 133290 185240 185930 246980 194940 229050 0 0 0 0 0 0 56386 876030 1015100 1096100 811380 858220 631100 233080 0 0 49008 84526 606590 700650 1275100 764190 771270 728160 255920 0 0 0 43863 643740 1296900 1596200 646070 480120 502070 290970 91400 0 24749 36922 79635 150330 185100 794120 873080 1195600 738090 831450 807230 277960 0 0 84298 407380 518230 625920 849140 807170 671030 753040 558980 51641 0 0 51299 151420 186070 534210 625080 645300 759390 542030 350990 3835 0 0 38908 80659 92530 93863 116950 270260 176010 167940 0 0 0 0 0 63778 271770 606670 415370 369000 552210 350990 167890 0 0 0 0 87319 646630 1005700 659780 660530 812510 730050 457960 75489 2640 0 48744 103180 268550 356450 618930 653230 566060 477060 163890 0 0 0 35973 88710 295820 377290 376820 476110 563120 702340 626010 71283 0 0 12039 179660 1347500 1436400 1135500 617350 733130 1045100 524980 17687 0 0 38649 128460 333870 264270 318710 585020 372970 388000 9729 0 0 0 90346 98999 162360 221890 255140 409010 561050 688130 491970 0 0 0 29827 221190 92294 153060 207680 519220 635050 492330 230110 0 0 0 63954 72981 91180 336760 351610 532210 712430 580050 739040 182900 0 0 88590 255190 569030 511200 341390 699850 972120 868290 742130 353960 14750 0
421167 15253 56684 64978 106260 185080 264250 191060 261850 110210 0 0 0 0 45915 120430 108460 273710 267930 445530 175960 0 0 0 0 48470 77185 137850 338670 413460 952820 679250 891210 619160 50992 0 0 46780 73420 130500 182290 182920 243820 191910 225950 0 0 0 0 0 0 53820 872030 1010500 1091600 807180 853910 627160 229980 0 0 46395 81853 602960 696880 1270200 760040 767110 724060 252730 0 0 0 41204 639880 1292300 1591100 642090 476460 498370 287700 88719 0 22289 34462 77015 147500 182130 790090 868720 1190800 733950 827230 803010 274720 0 0 81629 404090 514520 622140 844830 802930 667010 748880 555140 49096 0 0 48710 148600 183080 530660 621150 641370 755270 538240 347580 0 0 0 36337 78005 89843 91178 114170 267090 173050 164990 0 0 0 0 0 61204 268690 602880 411900 365550 548430 347580 164930 0 0 0 0 84694 643140 1001300 655930 656600 808330 725920 454320 72867 0 0 46174 100480 265430 353130 615370 649270 562220 473400 160940 0 0 0 33165 86033 292690 373880 373890 472460 559310 698310 622060 68660 0 0 0 176790 1342900 1431500 1130800 613480 729020 1040500 521210 14874 0 0 36037 125720 330670 261110 315510 581140 369510 384520 4127 0 0 0 87663 96283 159500 218970 252180 405480 557220 684080 488260 0 0 0 25753 218130 89620 150180 204760 515510 631090 488680 227030 0 0 0 61314 70379 88507 333530 348330 528460 708400 576190 734900 179900 0 0 86015 252040 565370 507500 338090 695920 967610 863970 738000 350550 11482 0
421166 12156 54013 62310 103620 182500 261750 188480 259300 107570 0 0 0 0 43215 117810 105840 271170 265390 443070 173370 0 0 0 0 45730 74530 135290 336250 410980 950540 676890 888940 616760 48302 0 0 44060 70757 127910 179720 180330 241270 189320 223400 0 0 0 0 0 0 51137 869890 1008300 1089400 804870 851600 624770 227420 0 0 43667 79195 600690 694650 1268000 757690 764780 721700 250180 0 0 0 38442 637540 1290300 1589000 639700 474010 495920 285160 86075 0 19545 31761 74368 144920 179560 787840 866400 1188600 731590 824930 800690 272170 0 0 78974 401730 512100 619820 842510 800600 664620 746510 552710 46404 0 0 46000 146030 180500 528340 618750 639000 752940 535800 345070 0 0 0 33598 75346 87198 88538 111530 264570 170460 162390 0 0 0 0 0 58546 266220 600530 409450 363050 546020 345070 162320 0 0 0 0 82068 640980 999040 653630 654260 806020 723560 451850 70210 0 0 43464 97855 262930 350670 613140 646890 559800 470950 158330 0 0 0 30308 83384 290240 371420 371660 470010 556890 695960 619660 65989 0 0 0 174250 1340900 1429400 1128600 611100 726660 1038200 518770 11743 0 0 33276 123140 328230 258590 313060 578730 367010 382020 0 0 0 0 85018 93641 156920 216490 249740 403000 554800 681710 485810 0 0 0 22024 215570 86981 147570 202260 513090 628690 486260 224470 0 0 0 58618 67725 85866 331090 345880 526040 706060 573770 732540 177310 0 0 83418 249510 563050 505070 335610 693620 965320 861670 735650 348040 7924 0
420166 8059 51912 60202 101530 180420 259740 186400 257230 105480 0 0 0 0 41102 115750 103790 269080 263340 441030 171270 0 0 0 0 43568 72432 133290 334330 408920 948570 674890 887000 614730 46173 0 0 41907 68648 125850 177680 178230 239180 187220 221330 0 0 0 0 0 0 49034 868210 1006300 1087500 802900 849610 622750 225360 0 0 41500 77085 598900 692890 1266000 755690 762780 719690 248090 0 0 0 36252 635600 1288600 1587300 637660 471970 493880 283080 83982 0 17389 29640 72283 142880 177490 786010 864380 1186700 729570 822970 798700 270090 0 0 76874 399890 510080 617930 840500 798590 662580 744480 550660 44275 0 0 43862 144000 178420 526500 616720 637000 750970 533760 343000 0 0 0 31446 73239 85102 86448 109430 262540 168380 160290 0 0 0 0 0 56503 264290 598600 407460 360980 544000 343000 160220 0 0 0 0 80024 639390 997150 651750 652300 804070 721530 449780 68114 0 0 41317 95786 260940 348690 611450 644880 557760 468910 156230 0 0 0 27998 81286 288300 369400 370080 467970 554860 693980 617610 63871 0 0 0 172260 1339300 1427600 1126700 609100 724650 1036200 516710 7494 0 0 31082 121110 326320 256560 311110 576680 364940 379960 0 0 0 0 82941 91542 154880 214580 247860 400930 552750 679690 483740 0 0 0 16717 213510 84894 145490 200300 511070 626650 484250 222420 0 0 0 56490 65637 83778 329150 343920 524030 704090 571740 730510 175210 0 0 81422 247460 561180 503040 333610 691720 963320 859690 733640 345960 1439 0
